region,country,policy_level,policy_type,key_policy_measures_and_targets,category,year,source,source_table,key_policy_measures_and_targets_______________________________________________category
Africa,Nigeria,National,Legislation,Vehicle finance scheme aiming to facilitate the adoption of 45 000 passenger cars and 50 000 commercial vehicles per annum.,Taxation,2023,Government of North Macedonia,Table 15,
Europe,North Macedonia,National,Legislation,"On 1 January 2020, North Macedonia introduced a new tax to promote fuel economy for passenger vehicles.",LDV,2020,Accelerating to Zero Coalition,Table 15,
Europe,Norway,Multi-national,Objective,Signatory to COP26 ZEV Declaration to work towards all sales of new cars and vans being zero emission by no later than 2035 in leading markets.,M/HDV,2022,"CALSTART: Drive
to Zero MOU",Table 15,
Europe,Norway,Multi-national,Objective,"Signatory of the Memorandum of Understanding (MOU) on Zero-Emission Medium- and Heavy-Duty Vehicles, which targets 30% ZEV sales in M/HDVs by 2030, 100% by 2040.","LDV, M/HDV",2021,Zero Emissions Government Fleet Declaration,Table 15,
Europe,Norway,Multi-national,Objective,"The pledge goal is 100% zero-emission LDV acquisitions of civil government owned and operated fleet, with aspirations for 100% zero- emission M/HDV acquisitions, by no later than 2035. Norway specifically aims for all new LDVs to be ZEVs, and that all new city buses are ZEV or biogas by 2025, as well as 75% of new heavy vans and long-distance buses, and 50% of new lorries being ZEV by 2030.",Multiple,2022,Government of Norway,Table 15,
Europe,Norway,National,Objective,Goods distribution in the biggest city centres to be virtually zero-emissions by 2030.,Multiple,2022,Oslo City Government,Table 15,
Europe,Norway,Subnational,Legislation,"Oslo: Oslo aims to be the first transport emissions-free city in Europe through a series of ultra low-emission zones. They will also stop the sale of new fossil fuel cars later in the decade, aiming to have all cars zero- emission by 2030.",Taxation,2022,Government of Norway,Table 15,
Europe,Norway,National,Legislation,"VAT (25%) exemption for BEVs below NOK 500 000  (€ 44 000) price
(Introduced in 2023).","Taxation, LDV",2024,#VALUE!,Table 15,
Europe,Norway,National,Legislation,Norway will introduce value added tax on higher-cost EV purchases from 2023; previously all EV sales were exempt from value added tax.,Bus,2023,Government of Norway,Table 15,
Europe,Norway,National,Announced target,"All new city buses to be zero-emission or biogas by 2025, 75% ZEV inter- city buses by 2030.",LDV,2021,Government of Norway,Table 15,
Europe,Norway,National,Announced target,All new LDV sales to be zero-emission by 2025.,M/HDV,2021,Government of Norway,Table 15,
Europe,Norway,National,Announced target,All new medium-duty and 50% of heavy-duty vehicles to be zero-emission by 2030.,"Manufacturing, Taxation",2021,Government of Pakistan,Table 15,
Asia Pacific,Pakistan,National,Objective,"Changes to tax codes to promote local manufacturing and export potential of EVs, EV parts, and charging equipment.",LDV,2021,Government of Pakistan,Table 15,
Asia Pacific,Pakistan,National,Announced target,"30% share of EVs in LDV sales by 2030, and 90% by 2040.",Multiple,2019,Government of Pakistan,Table 15,
Asia Pacific,Pakistan,National,Announced target,,Unknown,2024,Government of Pakistan,Table 16,"New Energy Vehicle (NEV) Policy, aimed at transitioning 30% of vehicles       Bus
stock in Pakistan to electric by 2030."
Asia Pacific,Pakistan,National,Announced target,,Unknown,2019,Government of Pakistan,Table 16,"50% share of bus sales to be EV by 2030, and 90% by 2040.                            2/3W"
Asia Pacific,Pakistan,National,Announced target,,Unknown,2019,Government of Pakistan,Table 16,"50% share of EVs in two/three-wheeler sales by 2030, and 90% by 2040.       M/HDV"
Asia Pacific,Pakistan,National,Announced target,,Unknown,2020,Government of Panama,Table 16,"30% share of EVs in truck sales by 2030, and 90% by 2040.                             Bus"
Central and South America,Panama,National,Announced target,,Unknown,2022,Government of Panama,Table 16,"Transition of public transport to EV: 10% by 2025, 20% by 2027, and 33%      Bus, Multiple
by 2030."
Central and South America,Panama,National,Announced target,,Unknown,2022,"CALSTART: Drive
to Zero MOU",Table 16,"Transition of selected public entity vehicles and transport solutions to EV:      M/HDV
10% by 2025, 25% by 2027, 40% by 2030."
Asia Pacific,Papua New Guinea,Multi-national,Objective,,Unknown,2023,Government of Papua New Guinea,Table 16,"Signatory of the Memorandum of Understanding (MOU) on Zero-Emission
Medium- and Heavy-Duty Vehicles, which targets 30% ZEV sales in                Multiple M/HDVs by 2030, 100% by 2040."
Asia Pacific,Papua New Guinea,National,Announced target,,Unknown,2022,Government of Papua New Guinea,Table 16,"Range of subsidies for a limited number of charger installations, commercial  Multiple
vehicles and cars."
Asia Pacific,Papua New Guinea,National,Announced target,,Unknown,2022,Accelerating to Zero Coalition,Table 16,15% share of EVs in all new vehicle sales by 2030.                                            LDV
Central and South America,Paraguay,Multi-national,Objective,,Unknown,2022,Government of the Philippines,Table 16,"Signatory to COP26 ZEV Declaration to work towards all sales of new cars     2/3W
and vans being zero emission globally by 2040."
Southeast Asia,Philippines,National,Objective,,Unknown,2023,Government of the Philippines,Table 16,"Deployment of over 200 000, almost 400 000, and over 550 000 new EVs
over the period up to 2028, to 2034, and to 2040, respectively, in the               LDV Business as Usual case. In the Clean Energy Scenario these figures are
almost 1.9 million, over 1.2 million, and  almost 1.2 million."
Southeast Asia,Philippines,National,Objective,,Unknown,2023,Government of the Philippines,Table 16,"Deployment of almost 110 000, almost 200 000, and almost 300 000 new EVs over the period up to 2028, to 2034, and to 2040, respectively, in the
Business as Usual case. In the Clean Energy Scenario these figures are        Bus over 550 000, almost 650 000, and over 850 000 and a greater share of
early adoption is HEVs, with later adoption predominately BEVs."
Southeast Asia,Philippines,National,Objective,,Unknown,2023,"Department of Energy, Philippines",Table 16,"Deployment of 600, almost 1 200, and almost 1 800 new BEVs over the
period up to 2028, to 2034, and to 2040, respectively, in the Business as        Multiple Usual case. In the Clean Energy Scenario these figures are over 2 200,
almost 1 500, and over 1 600."
Southeast Asia,Philippines,National,Legislation,,Unknown,2024,Government of the Philippines,Table 16,"A tax incentive programme has been expanded to electric 2/3Ws, HEV and    LDV, Taxation PHEV cars until 2028 to improve the affordability of EVs for consumers."
Southeast Asia,Philippines,National,Legislation,,Unknown,2017,Government of the Philippines,Table 16,"Hybrids pay 50% of the excise tax and BEVs are exempt.                                  Manufacturing, Taxation"
Southeast Asia,Philippines,National,Legislation,,Unknown,2022,Accelerating to Zero Coalition,Table 16,"Electric Vehicle Industry Development Act (EVIDA) provides fiscal and non- fiscal incentives to support e-mobility including tax exemptions, and also
governs the manufacturing, assembly, importation, construction, installation,  LDV maintenance, trade and utilisation, research and development and
regulation of EVs."
Europe,Poland,Multi-national,Objective,,Unknown,2022,Government of Poland,Table 16,Signatory to COP26 ZEV Declaration to work towards all sales of new cars     LDV and vans being zero emission by no later than 2035 in leading markets.
Europe,Poland,National,Legislation,,Unknown,2021,Government of Poland,Table 16,"Grants towards the purchase of ZEVs, with higher amounts available              EVSE
depending on vehicle size, commercial use, and annual mileage."
Europe,Poland,National,Legislation,,Unknown,2022,Government of Poland,Table 16,"Grant available equal to 30-50% of the eligible costs depending on power      Multiple
rating."
Europe,Poland,National,Legislation,,Unknown,2022,Government of Poland,Table 16,"Additional subsidies specifically for the purchase of EVs and chargers by       LDV, Bus
the country's national parks."
Poland,Unknown,National,Legislation,"Local governments have to ensure at least a 30% share of ZEVs in their LDV fleets by 2025, as well as 30% ZEV (or biomethane) buses in public transport services from 2028. Central government central LDV fleet target is 50% by 2025.","Bus, EVSE",2018,Government of Poland,Table 17,
Poland,Unknown,National,Legislation,"Grant of 80-90% of eligible costs of the purchase or lease of an electric bus (BEV/FCEV/e-Trolley), and 50% of the infrastructure cost.","LDV, Taxation",2020,Governmental,Table 17,
Poland,Unknown,National,Legislation,Registration tax exemption for BEVs and FCEVs; registration tax exemption for PHEVs until 2029.,LDV,2020,Government of Poland,Table 17,
Poland,Unknown,National,Announced target,"600 000 EVs and hybrids by 2030, with an ambition of up to 1 million by 2025.",Bus,2020,Government of Poland,Table 17,
Poland,Unknown,National,Announced target,"In cities of more than 100 000 people, ZEVs to make up 100% of new public transport purchases by 2025, and 100% of all public transport vehicles by 2030.",EVSE,2020,Government of Poland,Table 17,
Poland,Unknown,National,Announced target,"Installation of 49 000 slow and 11 000 fast charging points by 2030, with an
ambition for as many as 85 000 and 15 000 respectively.",M/HDV,2020,"CALSTART: Drive
to Zero MOU",Table 17,
Portugal,Unknown,Multi-national,Objective,"Signatory of the Memorandum of Understanding (MOU) on Zero-Emission Medium- and Heavy-Duty Vehicles, which targets 30% ZEV sales in M/HDVs by 2030, 100% by 2040.",LDV,2021,Government of Portugal,Table 17,
Portugal,Unknown,National,Objective,"30% EV share of car sales by 2030, 100%  by 2050. Diesel to no longer be cost effective by 2030, petrol by 2040, in both cases replaced by EVs.",M/HDV,2019,Government of Portugal,Table 17,
Portugal,Unknown,National,Objective,Hydrogen and electricity to account for almost 100% of heavy duty transport by 2050.,"LDV, Taxation",2019,Government of Portugal,Table 17,
Portugal,Unknown,National,Legislation,"BEVs are exempt from payment of vehicle and road tax, reduction of 75% for PHEVs, and 40% for HEVs.",EVSE,2017,Government of Portugal,Table 17,
Portugal,Unknown,National,Legislation,Grants available for the installation cost plus up to 80% of the cost of a home charger.,LDV,2017,Government of Portugal,Table 17,
Portugal,Unknown,National,Legislation,"Grants towards the purchase of private BEVs, with higher amounts available for BEV LCVs.","Bus, LDV",2017,Government of Qatar,Table 17,
Qatar,Unknown,National,Objective,Plans to convert 35% of car fleet and 100% of public buses to electric by 2030.,LDV,2023,Government of Kosovo,Table 17,
Republic of Kosovo,Unknown,Unknown,Objective,"The Multi-Modal Transport Strategy 2030 aims for a 20% adoption    rate—not solely among newly registered vehicles, but across all registered vehicles.",EVSE,2024,Government of Romania,Table 17,
Romania,Unknown,National,Objective,"600 000 charging stations, 40 000 of which are fast or semi-fast.",LDV,2020,Government of Romania,Table 17,
Romania,Unknown,National,Objective,700 000 BEV and P/HEVs by 2030,"LDV, Taxation",2020,Governmental,Table 17,
Romania,Unknown,National,Legislation,"Grants towards the purchase of a BEV, lower amounts for a PHEVs, with mandatory scrappage of one car, and various bonuses available as well as tax incentives.",EVSE,2020,Government of Russia,Table 17,
Russia,Unknown,National,Objective,"At least 9 400 and 2 900 standard and fast charging stations by 2024, and
72 000 and 28 000 respectively by 2030, and up to 144 000 in more ambitious scenarios.","Multiple, LDV",2021,Government of Russia,Table 17,
Russia,Unknown,National,Objective,"EV Development Concept (2021): The government introduced concessional loans and leasing programs to encourage EV purchases.
Related policy that I cannot confirm is: Russia introduced financial incentives for EV buyers, including subsidized leasing and state support for up to 25% of the cost of domestically produced electric cars (Government Order No. 2633-р).",Manufacturing,2021,Government of Russia,Table 17,
Russia,Unknown,National,Announced target,"Production of at least 25 000 EVs by 2024, and no less than 10% of total production to be EVs by 2030.",Manufacturing,2021,Government of Russia,Table 17,
Russia,Unknown,National,Announced target,"EV Development Concept (2021): State funding for the development of a battery industry, including production of the raw materials.","LDV, Taxation",2021,Government of Russia,Table 17,
Russia,Unknown,National,Announced target,EVs are exempt from tolls.,LDV,2021,Government of Russia,Table 17,
Eurasia,Russia,National,Announced target,"Scenarios (3) envisage a 5-30% share of new sales by 2030, meaning 0.5 -
3.2 million EVs on the road by 2030.",LDV,2021,Accelerating to Zero Coalition,Table 18,
Africa,Rwanda,Multi-national,Objective,Signatory to COP26 ZEV Declaration to work towards all sales of new cars and vans being zero emission globally by 2040.,EVSE,2022,Government of Rwanda,Table 18,
Africa,Rwanda,National,Legislation,"Tariffs at charging stations are capped at industrial rates, with lower off- peak tariffs; provision of charging stations including planning codes.","Taxation, Multiple",2021,Government of Rwanda,Table 18,
Africa,Rwanda,National,Legislation,"Introduction of a carbon tax, establishment of restricted zones for green transport, and further preferential treatment for EVs.",Taxation,2021,Government of Rwanda,Table 18,
Africa,Rwanda,National,Legislation,"VAT, withholding tax, and import duty exemptions for EVs and associated parts/equipment.",Taxation,2021,Government of Saint Lucia,Table 18,
Central and South America,Saint Lucia,National,Legislation,Reduced import duties for hybrid and electric vehicles.,Manufacturing,2023,Saudi Arabia Public Investment Fund,Table 18,
Middle East,Saudi Arabia,National,Objective,"The Public Investment Fund (PIF) has a goal to produce 500 000 EVs annually by 2030, up from a target of 150 000 in 2026.",LDV,2023,Government of Saudi Arabia,Table 18,
Middle East,Saudi Arabia,National,Legislation,up to 2028. The ranges are as follows:  2024: 15.7-21.0 km/L; 2025: 16.0-,M/HDV,2024,CALSTART: Drive,Table 18,
Europe,Scotland,Multi-national,Objective,"Signatory of the Memorandum of Understanding (MOU) on Zero-Emission Medium- and Heavy-Duty Vehicles, which targets 30% ZEV sales in M/HDVs by 2030, 100% by 2040.","Taxation, Multiple",2021,Government of Serbia,Table 18,
Unknown,Serbia,National,Legislation,"with up to nine seats or a maximum cargo capacity of 3.5 tonnes. Mopeds,",Manufacturing,2024,Unknown,Table 18,
Europe,Serbia,Multi-national,Proposal,"MoU between European Union and Serbia on sustainable raw materials, batteries and EVs.",EVSE,2024,Government of Serbia,Table 18,
Europe,Serbia,National,Proposal,"Serbia plans to have a total of 164 EV chargers installed along its motorways by April 2025, with one at every 6.2 kilometres by April 2025.",Bus,2024,Government of Seychelles,Table 18,
Africa,Seychelles,National,Announced target,100% of public bus stock to be electric by 2050.,LDV,2022,Government of Seychelles,Table 18,
Africa,Seychelles,National,Announced target,30% of new private vehicle sales to be electric by 2030.,"LDV, Taxation",2022,Government of Singapore,Table 18,
Southeast Asia,Singapore,National,Legislation,Electric Vehicle Early Adoption Incentive (EEAI) scheme: registration tax rebates for electric vehicle owners.,"LDV, Taxation",2024,Government of Singapore,Table 18,
Southeast Asia,Singapore,National,Legislation,Vehicular Emission Scheme (VES): registration tax rebates based on a vehicles' CO₂ emissions plus emissions of four other local pollutants.,"LDV, Taxation",2024,Government of Singapore,Table 18,
Southeast Asia,Singapore,National,Legislation,"Suite of rebates, reduced registration costs, and lower taxes applied to EVs and petrol hybrids.","Multiple, Taxation",2021,Government of Singapore,Table 18,
Southeast Asia,Singapore,National,Legislation,Enhanced Commercial Vehicle Emissions (CVES) and Early Turnover Schemes (ETS) which provides incentives and discounted registration costs to owners replacing their older more polluting vehicles.,Bus,2022,Government of Singapore,Table 18,
Southeast Asia,Singapore,National,Announced target,"All new buses since 2020 are EV or hybrid, with the aim of phasing out all existing diesel buses by 2040 (100% of stock to be EV by 2040).",EVSE,2020,Government of Singapore,Table 18,
Southeast Asia,Singapore,National,Announced target,"Deploy 60 000 EV charging points by 2030, 40 000 in public car parks and
20 000 in private premises.",LDV,2020,Government of Singapore,Table 18,
Southeast Asia,Singapore,National,Announced target,"No new diesel car or taxi registrations from 2025, and all new registrations to be EV, PHEV, or FCEV by 2030.",M/HDV,2021,"CALSTART: Drive
to Zero MOU",Table 18,
Central and South America,Sint Maarten,Multi-national,Objective,"Signatory of the Memorandum of Understanding (MOU) on Zero-Emission Medium- and Heavy-Duty Vehicles, which targets 30% ZEV sales in M/HDVs by 2030, 100% by 2040.",LDV,2021,Government of Slovak Republic,Table 18,
Slovak Republic,Unknown,National,Legislation,"Grants available for BEVs and PHEVs. In addition to cars, light-commercial vehicles/vans up to 3.5 tonnes also qualify. The subsidy programme operates on a first-come, first-served basis, with both EVs and PHEVs covered by the same subsidy pool; the application process occurs when and where the vehicles are purchased; there are no vehicle price restrictions.","Multiple, Manufacturing",2023,Government of Slovak Republic,Table 19,
Slovak Republic,Unknown,National,Legislation,"Slovak Republic automotive EV action plan includes financial measures to support EVs and EVSE and legislative measures in the areas of taxation and infrastructure, among other measures.","LDV, Taxation",2023,Governmental,Table 19,
Slovak Republic,Unknown,National,Legislation,Registration tax and road tax benefits for BEVs and PHEVs,LDV,2023,Accelerating to Zero Coalition,Table 19,
Slovenia,Unknown,Multi-national,Objective,Signatory to COP26 ZEV Declaration to work towards all sales of new cars and vans being zero emission by no later than 2035 in leading markets.,LDV,2022,Government of Slovenia,Table 19,
Slovenia,Unknown,National,Legislation,Grant towards the purchase of a new BEV.,"LDV, Taxation",2017,Accelerating to Zero Coalition,Table 19,
Slovenia,Unknown,National,Legislation,Registration tax reduction for BEVs,LDV,2022,Government of Slovenia,Table 19,
Slovenia,Unknown,National,Announced target,"No new sales of LDVs with CO₂ emissions above 100 g CO₂/km by 2025, and 50 g CO₂/km by 2030.",EVSE,2017,Government of the Solomon Islands,Table 19,
Solomon Islands,Unknown,National,Announced target,Targets for the installation of both slow and fast chargers between 2022 and 2035.,2/3W,2023,Government of the Solomon Islands,Table 19,
Solomon Islands,Unknown,National,Announced target,"EV sales share targets of 20%, 70%, and 100% by 2025, 2030, and 2035 for two-wheelers, and 100% for three-wheelers from 2025.",LDV,2022,Government of the Solomon Islands,Table 19,
Solomon Islands,Unknown,National,Announced target,"EV sales share targets of 20%, 30%, and 40% by 2025, 2030 and 2035. Targets are higher for taxis, and lower for LCVs.",Bus,2022,Government of the Solomon Islands,Table 19,
Solomon Islands,Unknown,National,Announced target,"EV sales share targets of 20%, 50% and 70% by 2025, 2030 and 2035.",M/HDV,2022,Government of the Solomon Islands,Table 19,
Solomon Islands,Unknown,National,Announced target,"EV sales share targets of 5%, 10% and 15% by 2025, 2030 and 2035.","Manufacturing, Taxation",2022,Government of South Africa,Table 19,
South Africa,Unknown,National,Legislation,Specific investment incentives for the production of electric and hydrogen- powered vehicles under the Automotive Production Development Programme. It is proposed that an investment allowance be made available for new investments from 1 March 2026. Producers will be able to claim 150% of qualifying investment spending on production capacity for electric and hydrogen-powered vehicles in the first year of investment.,EVSE,2024,Government of South Africa,Table 19,
South Africa,Unknown,National,Announced target,Add 40 solar powered public EV charging stations per annum.,"Bus, Multiple",2018,Government of South Africa,Table 19,
South Africa,Unknown,National,Announced target,"Convert 5% of the public and national fleet to cleaner alternative fuel and efficient technology vehicles by 2025, with annual increase of 2% thereafter.",LDV,2018,Accelerating to Zero Coalition,Table 19,
Spain,Unknown,Multi-national,Objective,Signatory to COP26 ZEV Declaration to work towards all sales of new cars and vans being zero emission by no later than 2035 in leading markets.,LDV,2022,Government of Spain,Table 19,
Spain,Unknown,National,Legislation,"Grants towards the purchase of EVs, with bonuses for scrapping a vehicle more than 7 years old, for self-employed drivers in municipalities of fewer than 5 000 people, and for those with reduced mobility.",Multiple,2021,Government of Spain,Table 19,
Spain,Unknown,National,Legislation,"Creation of low-emissions zones in municipalities with more than 50 000 people, covering 70% of Spanish cities.","LDV, Taxation",2021,Governmental,Table 19,
Spain,Unknown,National,Legislation,Emitting tax exemption for LEVs (<=120gCO₂/km); Annual circulation tax benefits for BEVs in the major cities,EVSE,2020,Government of Spain,Table 19,
Spain,Unknown,National,Proposal,"Fuel supply facilities are obliged to install EV chargers, with limited exceptions.",LDV,2021,Government of Spain,Table 19,
Spain,Unknown,National,Proposal,No sales of passenger LDVs that emit CO₂ at the tailpipe by 2040.,Multiple,2021,Government of Spain,Table 19,
Spain,Unknown,National,Announced target,National Energy and Climate Plan: 5 million EVs by 2030 (across all modes).,Manufacturing,2021,Government of Spain,Table 19,
Spain,Unknown,National,Legislation,"Support for investments for clean technology manufacturing, including for batteries, under the European State Aid Temporary Crisis and Transition Framework.",LDV,2023,Government of Sri Lanka,Table 19,
Sri Lanka,Unknown,National,Announced target,Passenger LDV fleet to be EVs by 2040.,Multiple,2017,Government of Sri Lanka,Table 19,
Sri Lanka,Unknown,National,Announced target,All state-owned vehicles to be electric by 2025 (across all modes).,"LDV, M/HDV",2017,Zero Emissions Government Fleet Declaration,Table 19,
Sweden,Unknown,Multi-national,Objective,"The pledge goal is 100% zero-emission LDV acquisitions of civil government owned and operated fleet, with aspirations for 100% zero- emission M/HDV acquisitions, by no later than 2035.",M/HDV,2022,Government of Sweden,Table 19,
Sweden,Unknown,National,Objective,Public and private pledges (accompanied by action plans) to electrify regional freight transport under the Commission for Electrification.,LDV,2021,Accelerating to Zero Coalition,Table 19,
Sweden,Unknown,Multi-national,Objective,Signatory to COP26 ZEV Declaration to work towards all sales of new cars and vans being zero emission by no later than 2035 in leading markets.,Bus,2022,Government of Sweden,Table 19,
Sweden,Unknown,National,Legislation,"A grant of 20% of the purchase price is available for public transport authorities, municipalities, or limited companies; 40% of the difference between the EV bus purchase price and a comparable diesel bus for private transport companies.","LDV, M/HDV",2016,Government of Sweden,Table 19,
Sweden,Unknown,National,Legislation,"Subsidy scheme for electric light commercial vehicles (SEK 50 000 gradually declining until phase-out at the end of 2025), as well as support for small- and medium-sized companies to invest in emission-free heavy trucks (covering up to 25% of the cost).",EVSE,2024,Government of Sweden,Table 19,
Sweden,Unknown,National,Legislation,"Grants of up to 50% of the cost of the charging station. This grant does not apply to private citizens, public charging infrastructure or charging stations required to be installed by law, other constitution of conditions in permits. The grant applies to charging stations for BEV for residents or employees.",LDV,2020,Government of Sweden,Table 19,
Sweden,Unknown,National,Proposal,Ban on new petrol or diesel cars sales after 2030.,"M/HDV, EVSE",2019,Government of Sweden,Table 19,
Sweden,Unknown,National,Proposal,Expansion of 2 400 km of electric road by 2037.,M/HDV,2021,"CALSTART: Drive
to Zero MOU",Table 19,
Switzerland,Unknown,Multi-national,Objective,"Signatory of the Memorandum of Understanding (MOU) on Zero-Emission Medium- and Heavy-Duty Vehicles, which targets 30% ZEV sales in M/HDVs by 2030, 100% by 2040.",LDV,2021,Swiss Federal Government,Table 19,
Switzerland,Unknown,National,Objective,"Sales shares of 28% in 2025, 60% in 2030, and 100% from 2040 for BEV, PHEV, and FCEV. BEV and FCEV only from 2050.","LDV, EVSE",2020,Roadmap Elektromobiliät (a public-private initiative),Table 19,
Switzerland,Unknown,National,Objective,"50% of new registrations to be BEV/PHEV, and 20 000 charging stations by 2025.",Taxation,2022,Government of Switzerland,Table 19,
Switzerland,Unknown,National,Legislation,Previous import exemption for EV cars from 4% import duty removed.,Multiple,2024,Swiss Federal Government,Table 19,
Switzerland,Unknown,National,Proposal,"Legislative revision including support for recharging stations, an extension of tax exemptions for electric and hydrogen trucks until 2030, vehicle-to-grid incentives, and the possible adoption of the EU LDV CO₂ emission standards, expected to come into force in 2025.",M/HDV,2023,Swiss Federal Government,Table 19,
Switzerland,Unknown,National,Announced target,"4% of new vehicles to be BEV and PHEV by 2030, 28% BEV by 2050. FCEVs to make up 8% of sales by 2025, 19% by 2050.",Taxation,2020,Government of Tajikistan,Table 19,
Tajikistan,Unknown,National,Legislation,"The import of electric vehicles, electric buses, trolleybuses and similar vehicles will be exempt from customs duty for 10 years.",Multiple,2022,Government of Tajikistan,Table 19,
Eurasia,Tajikistan,National,Legislation,"Electric transport development programme aims to create charging and maintenance points for EVs, facilitate battery disposal, and establish production for EVs and spare parts.",Taxation,2022,Government of Tajikistan,Table 20,
Eurasia,Tajikistan,National,Legislation,10 year exemption from taxes and custom fees for EV imports.,Manufacturing,2022,Government of Thailand,Table 20,
Southeast Asia,Thailand,National,Objective,"30% of total vehicle production (two/three-wheelers, LDVs and urban buses) to be EVs by 2030.",Manufacturing,2020,Government of Thailand,Table 20,
Southeast Asia,Thailand,National,Objective,"30% share of ZEVs in domestic LDV production by 2030, 50% by 2035. 35% share of ZEVs in domestic bus production by 2025, 50% by 2030 and 85% by 2035.",2/3W,2021,Government of Thailand,Table 20,
Southeast Asia,Thailand,National,Objective,"622 000 EV two/three-wheelers by 2025, and 8.75 million by 2035.",EVSE,2021,Government of Thailand,Table 20,
Southeast Asia,Thailand,National,Objective,12 000 public fast charging stations by 2030 and 1 450 battery swapping stations.,"M/HDV, Bus",2021,Government of Thailand,Table 20,
Southeast Asia,Thailand,National,Objective,"31 000 EV buses/trucks by 2025, and 430 000 buses/trucks by 2035.",LDV,2021,Government of Thailand,Table 20,
Southeast Asia,Thailand,National,Objective,"402 000 EV LDVs by 2025, 6.4 million by 2035.",Manufacturing,2021,Government of Thailand,Table 20,
Southeast Asia,Thailand,National,Legislation,Business tax incentives to promote Thai and foreign joint venture investments in producing automotive parts.,Taxation,2024,Government of Thailand,Table 20,
Southeast Asia,Thailand,National,Legislation,"Reduction in excise taxes paid by HEV manufacturers investing at least THB 3 billion (Thai baht) between 2024 and 2027. The HEV production support measure will reduce the excise tax rate to a fixed level for the 2028 to 2032 period, replacing the earlier planed rate that had been set to rise 2% every 2 years. To qualify for the reduced tax rates, the HEV manufacturers will need to comply with strict carbon dioxide (CO₂) emission requirements.",Taxation,2024,Government of Thailand,Table 20,
Southeast Asia,Thailand,National,Legislation,Tax reductions and exemptions for EVs to promote their deployment.,Multiple,2022,Government of Thailand,Table 20,
Southeast Asia,Thailand,National,Legislation,"EV3.5 subsidy scheme providing incentives for EVs, with lower rates than previous schemes and a greater focus on local production.",M/HDV,2023,"CALSTART: Drive
to Zero MOU",Table 20,
Asia Pacific,Tonga,Multi-national,Objective,"Signatory of the Memorandum of Understanding (MOU) on Zero-Emission Medium- and Heavy-Duty Vehicles, which targets 30% ZEV sales in M/HDVs by 2030 and 100% by 2040.",LDV,2024,Government of Tonga,Table 20,
Asia Pacific,Tonga,National,Announced target,10% of new LDVs to be electric by 2030.,Taxation,2020,Government of Trinidad and Tobago,Table 20,
Central and South America,Trinidad and Tobago,National,Legislation,"Removal of all taxes and duties on the importation of EVs, with an age limit of two years on used imports.","EVSE, Taxation",2021,Government of Tunisia,Table 20,
Africa,Tunisia,National,Legislation,Customs duties rates are reduced to 10% and value-added tax rate to 7% levied on electric car chargers.,M/HDV,2022,"CALSTART: Drive
to Zero MOU",Table 20,
Europe,Türkiye,Multi-national,Objective,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",LDV,2021,Accelerating to Zero Coalition,Table 20,
Europe,Türkiye,Multi-national,Objective,Signatory to COP26 ZEV Declaration to work towards all sales of new cars and vans being zero emission globally by 2040.,"Taxation, Manufacturing",2022,Government of Turkiye,Table 20,
Europe,Türkiye,National,Legislation,An additional 40% tariff on EVs imported from China; set at a minimum of USD 7 000 per vehicle.,Multiple,2024,Turks and Caicos Government,Table 20,
Central and South America,Turks and Caicos Islands,National,Legislation,Ban on the import of vehicles more than 10 years old.,LDV,2021,Accelerating to Zero Coalition,Table 20,
Europe,Ukraine,Multi-national,Objective,Signatory to COP26 ZEV Declaration to work towards all sales of new cars and vans being zero emission globally by 2040.,M/HDV,2022,"CALSTART: Drive
to Zero MOU",Table 20,
Europe,Ukraine,Multi-national,Objective,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",Bus,2022,Government of Ukraine,Table 20,
Europe,Ukraine,National,Proposal,"Requires the exclusive use of electric buses from 2030 onwards, with tenderers for the provision of such services required to have 20% electric buses in their fleets by 2025, 40% by 2027, and 80% by 2029.",Multiple,2021,Government of Ukraine,Table 20,
Ukraine,Unknown,National,Proposal,"Ban on the import of used diesel buses and cars from 2027, and the ban on new and used petrol and diesel vehicles from 2030.",EVSE,2021,Government of Dubai,Table 21,
United Arab Emirates,Unknown,Subnational,Objective,Dubai : EV Green Charger Initiative: Installing charging infrastructure across Dubai (no known specific targets).,EVSE,2020,Government of Dubai,Table 21,
United Arab Emirates,Unknown,Subnational,Legislation,"Abu Dhabi: Regulatory policy that sets out the fundamental principles for ownership, installation and management of EVSE, the electricity supply to EVSE, and pricing mechanisms.",Multiple,2022,Government of Dubai,Table 21,
United Arab Emirates,Unknown,Subnational,Proposal,Dubai : Increased procurement targets of EVs and HEVs at government organisations to 20% in 2025 and 30% in 2030.,Multiple,2020,#VALUE!,Table 21,
United Arab Emirates,Unknown,National,Announced target,Increase the share of EVs to 50% of the total fleet by 2050.,EVSE,2023,Government of Dubai,Table 21,
United Arab Emirates,Unknown,National,Objective,Increase EV charging stations to 10 000 in 2030 and 30 000 by 2050.,Multiple,2023,Government of Lebanon,Table 21,
United Kingdom,Unknown,Multi-national,Objective,"30% ZEV sales in M/HDVs by 2030, 100% by 2040.",EVSE,2021,Government of the United Kingdom,Table 21,
United Kingdom,Unknown,National,Objective,"Electric vehicle infrastructure strategy: Around 300 000 public chargers expected as a minimum by 2030, and 6 000 fast chargers by 2035.",Bus,2022,Government of the United Kingdom,Table 21,
